region,Year,number_of_days
p115,2074,1
p122,2020,1
p122,2021,4
p122,2022,4
p122,2024,3
p122,2025,1
p122,2027,3
p122,2033,1
p122,2034,3
p122,2036,1
p122,2045,1
p122,2051,1
p122,2054,1
p122,2055,2
p122,2056,1
p122,2058,1
p122,2062,2
p122,2065,1
p122,2074,1
p33,2022,1
p33,2023,3
p33,2024,1
p33,2025,3
p33,2029,5
p33,2030,3
p33,2036,2
p33,2037,1
p33,2038,1
p33,2051,3
p33,2054,4
p33,2062,1
p33,2063,1
p33,2064,1
p33,2065,1
p33,2069,2
p33,2070,2
p33,2091,1
p80,2021,1
p80,2022,6
p80,2023,1
p80,2024,1
p80,2025,1
p80,2034,2
p80,2036,1
p80,2039,2
p80,2049,1
p80,2051,1
p80,2054,2
p80,2059,2
p80,2062,1
usa,2022,4
usa,2023,6
p126,2020,1
p126,2021,4
p126,2022,4
p126,2023,1
p126,2024,1
p126,2025,1
p126,2027,3
p126,2034,5
p126,2035,2
p126,2036,1
p126,2040,1
p126,2045,2
p126,2049,1
p126,2054,1
p126,2055,2
p126,2056,1
p126,2058,1
p126,2062,1
p111,2022,1
p111,2024,1
p111,2055,1
p59,2029,1
p59,2051,3
p59,2091,3
p37,2020,1
p37,2022,10
p37,2023,3
p37,2024,1
p37,2025,8
p37,2028,1
p37,2029,3
p37,2030,1
p37,2034,5
p37,2036,6
p37,2044,2
p37,2059,1
p37,2063,1
p37,2076,2
p84,2020,1
p84,2021,1
p84,2022,3
p84,2023,4
p84,2024,1
p84,2025,4
p84,2026,1
p84,2029,3
p84,2034,2
p84,2036,3
p84,2037,1
p84,2040,2
p84,2041,1
p84,2054,2
p84,2058,1
p84,2062,2
p84,2063,2
p84,2065,1
p84,2069,2
p29,2025,3
p29,2030,4
p29,2051,3
p29,2053,1
p29,2070,2
p70,2022,5
p70,2023,2
p70,2024,1
p70,2025,1
p70,2036,5
p70,2039,1
p70,2049,1
p70,2059,2
p70,2076,2
p47,2023,2
p47,2029,2
p47,2051,3
p47,2069,1
p47,2091,1
Arkansas,2021,1
Arkansas,2022,3
Arkansas,2023,6
p43,2022,4
p43,2023,3
p43,2024,1
p43,2034,2
p43,2036,5
p43,2059,1
p43,2062,1
p43,2076,1
p74,2022,1
p74,2024,1
p74,2036,1
Oklahoma,2022,2
Oklahoma,2023,5
p6,2020,2
p6,2022,1
p6,2023,2
p6,2025,1
p6,2029,4
p6,2030,6
p6,2038,2
p6,2051,1
p6,2053,1
p6,2060,1
p6,2063,2
p6,2069,2
p6,2070,3
p78,2022,6
p78,2023,2
p78,2024,2
p78,2025,1
p78,2034,2
p78,2036,4
p78,2039,1
p78,2049,1
p78,2059,2
p78,2062,2
p78,2076,2
p78,2099,1
p21,2020,2
p21,2021,1
p21,2022,2
p21,2023,5
p21,2024,2
p21,2025,4
p21,2029,4
p21,2030,6
p21,2036,1
p21,2037,1
p21,2038,1
p21,2046,1
p21,2051,1
p21,2054,2
p21,2062,2
p21,2063,3
p21,2064,1
p21,2065,2
p21,2069,2
p21,2070,4
p16,2022,3
p16,2023,4
p16,2024,1
p16,2025,3
p16,2029,2
p16,2030,6
p16,2070,3
Delaware,2020,1
Delaware,2021,3
Delaware,2022,3
Delaware,2023,3
p92,2020,1
p92,2021,2
p92,2022,3
p92,2023,4
p92,2024,1
p92,2025,4
p92,2026,2
p92,2029,3
p92,2034,3
p92,2036,3
p92,2037,1
p92,2040,1
p92,2043,1
p92,2049,1
p92,2054,4
p92,2055,4
p92,2058,1
p92,2062,3
p92,2063,3
p92,2065,2
p92,2069,3
p92,2074,1
p92,2076,2
p130,2020,2
p130,2021,4
p130,2022,2
p130,2028,1
p130,2034,3
p130,2035,2
p130,2043,3
p130,2044,1
p130,2051,1
p130,2055,1
p130,2056,1
p107,2021,1
p107,2022,5
p107,2023,3
p107,2024,1
p107,2025,2
p107,2029,2
p107,2034,2
p107,2039,1
p107,2040,1
p107,2044,1
p107,2054,3
p107,2059,1
p107,2062,2
p107,2065,1
p107,2069,1
p107,2074,2
p12,2022,4
p12,2025,1
p12,2027,1
p12,2028,3
p12,2029,5
p12,2030,7
p12,2033,1
p12,2038,3
p12,2053,4
p12,2069,3
p12,2070,3
p25,2022,2
p25,2024,1
p25,2025,1
p25,2029,3
p25,2030,5
p25,2053,1
p25,2070,2
p2,2020,4
p2,2022,1
p2,2023,4
p2,2025,6
p2,2029,3
p2,2030,7
p2,2036,4
p2,2038,1
p2,2044,1
p2,2063,3
p2,2069,3
p2,2070,4
p96,2020,1
p96,2021,3
p96,2022,3
p96,2023,2
p96,2025,2
p96,2026,1
p96,2029,3
p96,2034,2
p96,2036,1
p96,2043,1
p96,2054,2
p96,2055,3
p96,2058,2
p96,2060,1
p96,2062,1
p96,2063,2
p96,2065,2
p96,2066,1
Kansas,2020,1
Kansas,2021,1
Kansas,2022,4
Kansas,2023,7
Minnesota,2022,4
Minnesota,2023,3
Colorado,2022,3
Colorado,2023,3
p103,2022,1
p103,2024,1
p103,2034,1
p103,2055,1
p134,2020,2
p134,2021,3
p134,2022,1
p134,2028,1
p134,2034,2
p134,2043,3
p134,2055,1
